country,department,municipality,COD,scale,year,respiratory,cardiovascular,chagas,hantavirus,cutaneous_leishmaniasis,visceral_leishmaniasis,malaria
Brasil,TO,Rio dos Bois,BR1718709,municipality,2016,13,NA,NA,NA,1,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2017,16,3,NA,NA,NA,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2018,8,3,NA,NA,NA,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2019,4,6,NA,NA,3,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2020,5,1,NA,NA,3,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2021,2,NA,NA,NA,NA,1,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2022,6,3,NA,NA,1,NA,NA
Brasil,TO,Rio dos Bois,BR1718709,municipality,2023,20,1,NA,NA,NA,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2008,11,3,NA,NA,2,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2009,11,NA,NA,NA,2,1,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2010,16,1,NA,NA,4,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2011,8,5,NA,NA,1,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2012,11,8,NA,NA,1,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2013,18,2,NA,NA,2,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2014,9,NA,NA,NA,2,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2015,6,NA,NA,NA,2,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2016,3,1,NA,NA,1,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2017,15,1,NA,NA,NA,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2018,11,1,NA,NA,1,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2019,9,2,NA,NA,3,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2020,11,1,NA,NA,2,1,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2021,2,4,NA,NA,2,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2022,15,4,NA,NA,3,NA,NA
Brasil,TO,Rio Sono,BR1718758,municipality,2023,11,NA,NA,NA,NA,NA,NA
Brasil,TO,Sampaio,BR1718808,municipality,2008,47,3,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2009,42,4,NA,NA,2,1,1
Brasil,TO,Sampaio,BR1718808,municipality,2010,45,4,NA,NA,1,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2011,50,3,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2012,63,3,NA,NA,1,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2013,56,2,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2014,33,1,NA,NA,NA,1,0
Brasil,TO,Sampaio,BR1718808,municipality,2015,27,1,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2016,18,8,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2017,6,NA,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2018,5,1,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2019,1,NA,NA,NA,NA,NA,0
Brasil,TO,Sampaio,BR1718808,municipality,2020,5,1,NA,NA,NA,NA,NA
Brasil,TO,Sampaio,BR1718808,municipality,2021,8,2,NA,NA,1,NA,NA
Brasil,TO,Sampaio,BR1718808,municipality,2022,11,4,NA,NA,NA,1,NA
Brasil,TO,Sampaio,BR1718808,municipality,2023,13,2,NA,NA,NA,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2008,20,5,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2009,29,4,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2010,53,4,NA,NA,5,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2011,44,2,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2012,45,1,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2013,65,1,NA,NA,2,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2014,30,4,NA,NA,7,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2015,40,3,NA,NA,12,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2016,45,NA,NA,NA,3,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2017,47,1,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2018,32,3,NA,NA,4,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2019,44,3,NA,NA,3,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2020,19,5,NA,NA,NA,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2021,6,1,NA,NA,1,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2022,19,2,NA,NA,1,NA,NA
Brasil,TO,Sandolândia,BR1718840,municipality,2023,17,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2008,28,1,NA,NA,NA,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2009,15,3,NA,NA,14,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2010,7,1,NA,NA,2,1,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2011,13,NA,NA,NA,1,4,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2012,16,3,NA,NA,NA,1,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2013,21,1,NA,NA,1,1,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2014,8,4,NA,NA,1,1,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2015,11,7,NA,NA,1,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2016,12,2,NA,NA,NA,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2017,15,5,NA,NA,NA,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2018,11,7,NA,NA,NA,NA,0
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2019,15,2,NA,NA,4,NA,1
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2020,10,2,NA,NA,3,NA,NA
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2021,11,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2022,19,NA,NA,NA,5,NA,NA
Brasil,TO,Santa Fé do Araguaia,BR1718865,municipality,2023,13,NA,NA,NA,NA,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2008,36,2,NA,NA,1,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2009,37,1,NA,NA,3,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2010,19,1,NA,NA,8,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2011,11,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2012,25,1,NA,NA,2,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2013,23,4,NA,NA,11,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2014,18,4,NA,NA,6,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2015,19,NA,NA,NA,3,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2016,8,NA,NA,NA,1,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2017,11,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2018,6,NA,NA,NA,NA,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2019,8,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2020,8,1,NA,NA,2,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2021,13,4,NA,NA,3,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2022,18,7,NA,NA,1,NA,NA
Brasil,TO,Santa Maria do Tocantins,BR1718881,municipality,2023,17,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2008,6,NA,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2009,3,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2010,4,1,NA,NA,1,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2011,6,NA,NA,NA,1,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2012,3,1,NA,NA,2,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2013,7,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2014,5,4,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2015,5,1,NA,NA,1,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2016,3,5,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2017,2,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2018,6,NA,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2019,3,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2020,5,5,NA,NA,3,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2021,4,3,NA,NA,NA,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2022,5,7,NA,NA,3,NA,NA
Brasil,TO,Santa Rita do Tocantins,BR1718899,municipality,2023,6,NA,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2008,26,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2009,33,1,NA,NA,1,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2010,33,2,NA,NA,1,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2011,32,NA,NA,NA,3,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2012,21,2,NA,NA,2,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2013,19,5,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2014,13,4,NA,NA,3,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2015,29,3,NA,NA,2,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2016,13,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2017,10,1,NA,NA,1,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2018,18,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2019,26,2,NA,NA,2,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2020,17,NA,NA,NA,1,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2021,6,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2022,16,4,NA,NA,NA,NA,NA
Brasil,TO,Santa Rosa do Tocantins,BR1718907,municipality,2023,13,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2008,7,1,NA,NA,1,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2009,10,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2010,13,1,NA,NA,1,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2011,15,1,NA,NA,1,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2012,11,1,NA,NA,1,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2013,14,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2014,15,NA,NA,NA,3,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2015,16,1,NA,NA,2,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2016,14,1,NA,NA,3,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2017,14,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2018,12,NA,NA,NA,5,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2019,3,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2020,5,4,NA,NA,4,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2021,9,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2022,5,2,NA,NA,2,NA,NA
Brasil,TO,Santa Tereza do Tocantins,BR1719004,municipality,2023,2,2,NA,NA,NA,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2008,11,NA,NA,NA,1,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2009,18,1,NA,NA,NA,1,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2010,10,1,NA,NA,2,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2011,16,2,NA,NA,NA,2,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2012,14,NA,NA,NA,1,1,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2013,8,2,NA,NA,2,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2014,8,3,NA,NA,1,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2015,12,4,NA,NA,2,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2016,9,4,NA,NA,NA,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2017,6,1,NA,NA,NA,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2018,7,3,NA,NA,NA,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2019,2,1,NA,NA,1,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2020,1,NA,NA,NA,3,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2021,2,NA,NA,NA,2,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2022,5,3,NA,NA,NA,NA,NA
Brasil,TO,Santa Terezinha do Tocantins,BR1720002,municipality,2023,5,NA,NA,NA,NA,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2008,4,NA,NA,NA,3,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2009,15,NA,NA,NA,1,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2010,24,3,NA,NA,7,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2011,16,2,NA,NA,NA,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2012,20,NA,NA,NA,NA,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2013,14,NA,NA,NA,11,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2014,16,1,NA,NA,5,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2015,17,NA,NA,NA,14,1,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2016,8,NA,NA,NA,3,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2017,9,2,NA,NA,1,1,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2018,4,NA,NA,NA,1,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2019,3,2,NA,NA,1,1,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2020,7,5,NA,NA,12,1,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2021,10,1,NA,NA,5,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2022,14,1,NA,NA,7,NA,NA
Brasil,TO,São Bento do Tocantins,BR1720101,municipality,2023,8,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2008,3,2,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2009,5,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2010,3,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2011,6,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2012,5,3,NA,NA,1,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2013,5,2,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2014,3,2,NA,NA,1,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2015,5,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2016,5,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2017,6,NA,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2018,1,NA,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2019,2,1,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2020,5,NA,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2021,3,2,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2022,4,NA,NA,NA,NA,NA,NA
Brasil,TO,São Félix do Tocantins,BR1720150,municipality,2023,4,1,NA,NA,NA,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2008,20,NA,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2009,18,2,NA,NA,3,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2010,31,1,NA,NA,NA,2,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2011,28,NA,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2012,20,2,NA,NA,3,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2013,11,1,NA,NA,4,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2014,16,6,NA,NA,4,1,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2015,16,1,NA,NA,7,5,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2016,13,NA,NA,NA,2,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2017,18,1,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2018,22,2,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2019,11,2,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2020,8,2,NA,NA,NA,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2021,10,4,NA,NA,1,NA,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2022,13,NA,NA,NA,NA,1,NA
Brasil,TO,São Miguel do Tocantins,BR1720200,municipality,2023,8,3,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2008,4,NA,NA,NA,1,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2009,3,1,NA,NA,2,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2010,4,NA,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2011,3,1,NA,NA,1,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2012,3,4,NA,NA,2,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2013,5,NA,NA,NA,2,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2014,4,1,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2015,2,NA,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2016,2,1,NA,NA,NA,1,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2017,8,3,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2018,3,1,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2019,3,NA,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2020,2,2,NA,NA,1,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2021,1,NA,NA,NA,2,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2022,5,NA,NA,NA,NA,NA,NA
Brasil,TO,São Salvador do Tocantins,BR1720259,municipality,2023,6,4,NA,NA,NA,NA,NA
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2008,12,NA,NA,NA,NA,NA,5
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2009,10,4,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2010,7,2,NA,NA,2,NA,2
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2011,7,1,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2012,3,NA,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2013,19,1,NA,NA,1,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2014,9,2,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2015,14,2,NA,NA,2,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2016,16,1,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2017,5,1,NA,NA,1,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2018,NA,NA,NA,NA,NA,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2019,1,NA,NA,NA,1,NA,0
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2020,6,1,NA,NA,NA,NA,NA
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2021,7,3,NA,NA,NA,NA,NA
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2022,6,3,NA,NA,NA,NA,NA
Brasil,TO,São Sebastião do Tocantins,BR1720309,municipality,2023,4,1,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2008,9,NA,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2009,7,3,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2010,6,2,NA,NA,2,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2011,5,6,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2012,10,1,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2013,13,8,NA,NA,1,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2014,10,3,NA,NA,2,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2015,12,8,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2016,6,6,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2017,9,4,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2018,8,1,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2019,15,9,NA,NA,1,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2020,5,2,NA,NA,1,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2021,6,8,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2022,5,5,NA,NA,NA,NA,NA
Brasil,TO,São Valério,BR1720499,municipality,2023,14,15,NA,NA,NA,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2008,35,3,NA,NA,3,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2009,53,2,NA,NA,NA,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2010,58,2,NA,NA,NA,1,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2011,77,1,NA,NA,1,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2012,45,4,NA,NA,2,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2013,45,2,NA,NA,3,1,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2014,31,2,NA,NA,2,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2015,42,3,NA,NA,6,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2016,18,1,NA,NA,1,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2017,28,2,NA,NA,1,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2018,18,NA,NA,NA,2,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2019,29,2,NA,NA,1,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2020,17,1,NA,NA,7,1,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2021,19,NA,NA,NA,3,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2022,48,1,NA,NA,1,NA,NA
Brasil,TO,Silvanópolis,BR1720655,municipality,2023,31,3,NA,NA,NA,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2008,23,1,NA,NA,4,2,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2009,20,NA,NA,NA,5,2,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2010,30,3,NA,NA,2,3,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2011,31,2,NA,NA,3,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2012,24,1,NA,NA,5,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2013,31,3,NA,NA,3,1,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2014,27,1,NA,NA,5,1,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2015,12,6,NA,NA,4,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2016,13,NA,NA,NA,2,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2017,7,NA,NA,NA,3,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2018,6,2,NA,NA,NA,NA,NA
Brasil,TO,Sítio Novo do Tocantins,BR1720804,municipality,2019,2,6,NA,NA,2,1,NA
